2021-07-28T20:59:53Z,Comcast Cable,57.24,5.84,2.0,10.0,0,Chicago, IL
2021-07-28T21:01:59Z,Comcast Cable,59.44,5.83,4.0,10.0,0,Chicago, IL
2021-07-28T21:02:20Z,Comcast Cable,59.07,5.86,1.0,11.0,0,Chicago, IL
2021-07-28T21:02:50Z,Comcast Cable,49.52,5.79,3.0,11.0,0.3333333333333333,Chicago, IL
2021-07-28T21:03:12Z,Comcast Cable,58.73,5.8,2.0,11.0,0,Chicago, IL
2021-07-28T21:05:07Z,Comcast Cable,58.42,5.68,3.0,11.0,0.4424778761061947,Chicago, IL
2021-07-28T21:09:46Z,Comcast Cable,59.4,5.91,2.0,10.0,0.0,Chicago, IL
2021-07-28T21:20:06Z,Comcast Cable,59.06,5.94,1.0,10.0,0.0,Chicago, IL
2021-07-28T21:30:22Z,Comcast Cable,59.44,5.91,1.0,11.0,0.0,Chicago, IL
2021-07-28T21:40:38Z,Comcast Cable,59.34,5.91,1.0,11.0,0.0,Chicago, IL
2021-07-28T21:50:55Z,Comcast Cable,59.06,5.87,1.0,10.0,0.0,Chicago, IL
2021-07-28T22:01:17Z,Comcast Cable,58.94,5.87,1.0,11.0,0.0,Chicago, IL
2021-07-28T22:11:37Z,Comcast Cable,59.07,5.91,1.0,11.0,0.0,Chicago, IL
2021-07-28T22:21:55Z,Comcast Cable,58.83,5.87,0.0,10.0,0.0,Chicago, IL
2021-07-28T22:32:13Z,Comcast Cable,59.16,5.9,3.0,10.0,0.0,Chicago, IL
2021-07-28T22:42:35Z,Comcast Cable,58.19,5.84,1.0,11.0,0.0,Chicago, IL
2021-07-28T22:52:56Z,Comcast Cable,57.05,5.9,3.0,11.0,0.0,Chicago, IL
2021-07-28T23:03:11Z,Comcast Cable,59.35,5.91,1.0,11.0,0.0,Chicago, IL
2021-07-28T23:13:28Z,Comcast Cable,59.4,5.82,2.0,10.0,0.0,Chicago, IL
2021-07-28T23:23:50Z,Comcast Cable,57.58,5.72,3.0,10.0,1.0,Chicago, IL
2021-07-28T23:34:09Z,Comcast Cable,56.44,5.9,1.0,10.0,0.0,Chicago, IL
2021-07-28T23:44:28Z,Comcast Cable,52.97,5.83,1.0,11.0,0.0,Chicago, IL
2021-07-28T23:54:55Z,Comcast Cable,57.07,5.9,1.0,10.0,0.0,Chicago, IL
2021-07-29T00:05:10Z,Comcast Cable,59.16,5.91,1.0,10.0,0.0,Chicago, IL
2021-07-29T00:15:42Z,Comcast Cable,54.6,5.88,11.0,12.0,0.0,Chicago, IL
2021-07-29T00:26:01Z,Comcast Cable,52.38,5.89,1.0,12.0,0.0,Chicago, IL
2021-07-29T00:36:20Z,Comcast Cable,58.59,5.85,0.0,11.0,0.0,Chicago, IL
2021-07-29T00:46:41Z,Comcast Cable,57.54,5.88,3.0,10.0,0.0,Chicago, IL
2021-07-29T00:56:59Z,Comcast Cable,57.78,5.81,3.0,10.0,0.0,Chicago, IL
2021-07-29T01:07:20Z,Comcast Cable,47.02,5.79,4.0,11.0,0.0,Chicago, IL
2021-07-29T01:17:36Z,Comcast Cable,59.25,5.67,1.0,11.0,0.0,Chicago, IL
2021-07-29T01:27:58Z,Comcast Cable,58.77,5.91,2.0,12.0,0.0,Chicago, IL
2021-07-29T01:38:23Z,Comcast Cable,48.57,5.84,1.0,10.0,0.0,Chicago, IL
2021-07-29T01:48:35Z,Comcast Cable,59.3,5.7,1.0,11.0,0.0,Chicago, IL
2021-07-29T01:58:51Z,Comcast Cable,59.08,5.9,3.0,10.0,0.0,Chicago, IL
2021-07-29T02:09:08Z,Comcast Cable,59.43,5.81,0.0,10.0,0.0,Chicago, IL
2021-07-29T02:19:25Z,Comcast Cable,54.93,5.74,1.0,10.0,0.0,Chicago, IL
2021-07-29T02:29:41Z,Comcast Cable,58.08,5.9,1.0,10.0,0.0,Chicago, IL
2021-07-29T02:40:00Z,Comcast Cable,54.73,5.93,2.0,12.0,0.0,Chicago, IL
2021-07-29T02:50:17Z,Comcast Cable,59.21,5.93,2.0,11.0,0.0,Chicago, IL
2021-07-29T03:00:34Z,Comcast Cable,58.81,5.93,1.0,10.0,0.0,Chicago, IL
2021-07-29T03:10:57Z,Comcast Cable,59.01,5.93,2.0,11.0,0.0,Chicago, IL
2021-07-29T03:21:15Z,Comcast Cable,59.49,5.92,1.0,11.0,0.0,Chicago, IL
2021-07-29T03:31:32Z,Comcast Cable,59.18,5.75,2.0,10.0,0.0,Chicago, IL
2021-07-29T03:41:49Z,Comcast Cable,58.49,5.56,1.0,11.0,0.0,Chicago, IL
2021-07-29T03:52:12Z,Comcast Cable,56.62,5.77,2.0,11.0,0.0,Chicago, IL
2021-07-29T04:02:39Z,Comcast Cable,54.79,5.55,1.0,11.0,0.0,Chicago, IL
2021-07-29T04:12:56Z,Comcast Cable,58.6,5.88,2.0,10.0,0.0,Chicago, IL
2021-07-29T04:23:09Z,Comcast Cable,59.19,5.51,1.0,11.0,0.0,Chicago, IL
2021-07-29T04:33:43Z,Comcast Cable,49.71,5.8,1.0,10.0,0.0,Chicago, IL
2021-07-29T04:44:07Z,Comcast Cable,53.25,5.76,6.0,10.0,0.0,Chicago, IL
2021-07-29T04:54:30Z,Comcast Cable,50.57,5.85,111.0,11.0,0.0,Chicago, IL
2021-07-29T05:04:57Z,Comcast Cable,50.59,5.88,0.0,10.0,0.0,Chicago, IL
2021-07-29T05:15:22Z,Comcast Cable,51.79,5.8,2.0,10.0,0.0,Chicago, IL
2021-07-29T05:25:49Z,Comcast Cable,52.98,5.87,2.0,11.0,0.0,Chicago, IL
2021-07-29T05:36:05Z,Comcast Cable,59.42,5.66,1.0,11.0,0.0,Chicago, IL
2021-07-29T05:46:21Z,Comcast Cable,59.1,5.78,1.0,11.0,0.0,Chicago, IL
2021-07-29T05:56:37Z,Comcast Cable,59.48,5.88,6.0,10.0,0.0,Chicago, IL
2021-07-29T06:06:55Z,Comcast Cable,59.09,5.9,1.0,10.0,0.0,Chicago, IL
2021-07-29T06:17:16Z,Comcast Cable,59.45,5.53,1.0,11.0,0.0,Chicago, IL
2021-07-29T06:27:31Z,Comcast Cable,59.53,5.94,2.0,10.0,0.0,Chicago, IL
2021-07-29T06:37:54Z,Comcast Cable,59.49,5.93,0.0,11.0,0.0,Chicago, IL
2021-07-29T06:48:09Z,Comcast Cable,59.5,5.93,1.0,10.0,0.0,Chicago, IL
2021-07-29T06:58:33Z,Comcast Cable,59.44,5.91,0.0,11.0,0.0,Chicago, IL
2021-07-29T07:08:55Z,Comcast Cable,59.29,5.74,2.0,10.0,0.0,Chicago, IL
2021-07-29T07:19:17Z,Comcast Cable,58.25,5.84,1.0,11.0,0.0,Chicago, IL
2021-07-29T07:29:39Z,Comcast Cable,59.3,5.92,2.0,10.0,0.0,Chicago, IL
2021-07-29T07:39:57Z,Comcast Cable,59.69,5.95,1.0,10.0,0.0,Chicago, IL
2021-07-29T07:50:20Z,Comcast Cable,59.33,5.92,3.0,10.0,0.0,Chicago, IL
2021-07-29T08:00:37Z,Comcast Cable,59.26,5.83,2.0,10.0,0.0,Chicago, IL
2021-07-29T08:10:57Z,Comcast Cable,59.16,5.9,2.0,10.0,0.0,Chicago, IL
2021-07-29T08:21:12Z,Comcast Cable,59.5,5.92,1.0,10.0,0.0,Chicago, IL
2021-07-29T08:31:26Z,Comcast Cable,59.46,5.8,0.0,11.0,0.0,Chicago, IL
2021-07-29T08:41:42Z,Comcast Cable,59.33,5.82,1.0,10.0,0.0,Chicago, IL
2021-07-29T08:52:00Z,Comcast Cable,59.43,5.94,0.0,10.0,0.0,Chicago, IL
2021-07-29T09:02:19Z,Comcast Cable,59.31,5.95,0.0,10.0,0.0,Chicago, IL
2021-07-29T09:12:34Z,Comcast Cable,59.29,5.93,0.0,11.0,0.0,Chicago, IL
2021-07-29T09:22:54Z,Comcast Cable,59.45,5.93,1.0,10.0,0.0,Chicago, IL
2021-07-29T09:33:11Z,Comcast Cable,59.31,5.92,1.0,12.0,0.0,Oak Forest, IL
2021-07-29T09:43:34Z,Comcast Cable,55.51,5.88,0.0,12.0,0.0,Chicago, IL
